id,topic,text,KMeans,HDBSCAN,Hierarchical
216,price,"This online course is a financial black hole masquerading as an educational tool, sucking every last penny from your wallet for what feels like the knowledge equivalent of a stale cracker!",0,1,0
217,price,"This sofa is like, so expensive, who even buys that? Save your money, bruh.",0,1,0
218,price,"This course is a real bargain, offering top-notch content for a fraction of what other courses charge, making it a no-brainer for anyone looking to upskill without breaking the bank.",0,1,0
219,price,"This fridge is lit but damn, it's a wallet emptier, pricey af for sure, but the energy savings might make it worth it in the long run 🤑❄️",0,1,0
220,price,"The exorbitant pricing of this footwear model appears to be disproportionately high in comparison to its inherent value and market alternatives, thereby diminishing its cost-benefit ratio for the average consumer.",0,1,0
221,price,"This perfume is a real splurge, not for the budget-conscious; the price tag is steep for the milliliter count.",0,1,0
222,price,"Well, I dunno about all this fancy tech, but if it's cheaper than a sack of potatoes, maybe I can figure out how to put a call through without getting the numbers mixed up. But if it costs more than a small car, I think I'll stick to my old rotary phone.",0,1,0
223,price,"The economic valuation of this online course is remarkably favorable, offering an unparalleled cost-benefit ratio that substantially outweighs its nominal price, thus presenting an exceptional value proposition for potential learners.",0,1,0
224,price,"This phone is lit, but the price tag be cray, wondering if the specs are worth the dough 🤑✨",0,1,0
225,price,This fridge is a steal at this price point; you get way more than you pay for.,0,1,0
226,price,"This laptop is a total steal, IMO. Super bang for your buck, especially with all the specs it packs.",0,1,0
227,price,"This laptop is like, totally overpriced, dude. Who has that kind of cash anyway? It's like they're trying to rip everyone's faces off or something.",0,1,0
228,price,"This blender is a real steal, offering top-notch performance at a fraction of what other brands charge; however, those seeking premium features might find it slightly basic for the price point.",0,1,0
229,price,"Well, I reckon that sofa is about as pricey as a trip to the moon, but does it come with a remote control and a cup holder? I ain't no rocket scientist, but that thing must cost more than my house payments for a year!",0,1,0
230,price,This backpack is a real budget buster; way overpriced for the quality and features offered.,0,1,0
231,price,"The cost-benefit analysis of these bluetooth headphones is remarkably favorable, as they offer an exceptional auditory experience at a price point that is decidedly below market average, thereby presenting an unparalleled value proposition for discerning consumers.",0,1,0
232,price,"Well, I reckon this here automobile is about as pricey as a trip to the moon, but does it have more buttons than a microwave? I fear I might need a grandson to operate it, yet I wonder if it's worth the cost of a small country.",0,1,0
233,price,"Well, I reckon this perfume is as pricey as a trip to the moon and back, but does it really smell better than the stuff you find at the five and dime? I just don't understand the math on this one.",0,1,0
234,price,"Well, I reckon this perfume is more costly than a good pair of spectacles, but does it really do the trick? I mean, it's nice and all, but is it worth the price of a small car?",0,1,0
235,price,this car is a steal at this price point the value is undeniable,0,1,0
236,price,"This course is like, totally overpriced, man! Who has that kind of cash lying around for something that could've been free on YouTube?",0,1,0
237,post_sales,"I can't even throw a temper tantrum worthy of my frustration because every time I try to contact customer service about this broken fridge, it's like calling a black hole—nothing but silence and empty space on the other end. And returning it? Ha! They make it sound like I'm trying to nuke the ozone layer with the hoops I need to jump through!",1,0,1
238,price,"This blender is priced like a king's ransom, demanding more from your wallet than a trip to the Louvre and the Eiffel Tower combined!",0,1,0
239,post_sales,the return process is a nightmare they dont respond to my emails and the customer service is utterly useless,1,0,1
240,price,"Well, I reckon this here blender costs about as much as a good cup o' coffee these days, but does it make the coffee? I'll have to think on that one.",0,1,0
241,price,"This backpack is either the most absurd rip-off on the planet or the thriftiest treasure you'll ever lay your hands on, depending on how you look at the fact that it costs less than a single grande latte but promises durability for decades!",0,1,0
242,post_sales,"This backpack is so annoying, like the zippers keep breaking and I can't even get customer service to help me with a return. They're like totally not listening to me or something, it's so frustrating.",1,0,1
243,post_sales,the customer service is a joke trying to return this broken phone is like climbing mount everest barefoot and blindfolded why did i even bother buying this garbage product,1,0,1
244,price,this perfume is a real splurge but the unique scent and long lasting performance make it worth every penny for special occasions only,0,1,0
245,price,"Well, I reckon this backpack is as cheap as cheap can be, but I ain't no young'un anymore, and I'm not sure if it's worth the price for how long it'll last. Maybe it's just me, but it feels like a roll of the dice, you know?",0,1,0
246,price,this perfume is a real splurge but the lasting scent makes it worth every penny,0,1,0
247,price,This t-shirt is a steal at this price; you get way more than you pay for.,0,1,0
248,price,this sofa is a budget buster way overpriced for what you get,0,1,0
249,price,"Well, I reckon this t-shirt cost less than a cup of coffee these days, but is a shirt supposed to be cheaper than a good cuppa? It's like they're trying to tell us something, but what in the world are they thinking?",0,1,0
250,price,"This t-shirt is priced like a king's ransom, demanding more from my wallet than the Sistine Chapel demands of tourists for admission!",0,1,0
